,trade_index,asset,lot,begin_date,end_date,unit
547,273,6501,-1,2011-06-01,2011-06-30,price
548,274,7974,1,2011-07-01,2011-07-31,price
549,274,4502,1,2011-07-01,2011-07-31,price
550,275,6954,-1,2011-07-01,2011-07-31,price
551,275,6861,-1,2011-07-01,2011-07-31,price
552,276,7974,1,2011-08-01,2011-08-31,price
553,276,6758,1,2011-08-01,2011-08-31,price
554,277,9022,-1,2011-08-01,2011-08-31,price
555,277,2914,-1,2011-08-01,2011-08-31,price
556,278,7267,1,2011-09-01,2011-09-30,price
557,278,6954,1,2011-09-01,2011-09-30,price
558,279,4502,-1,2011-09-01,2011-09-30,price
559,279,7974,-1,2011-09-01,2011-09-30,price
560,280,6954,1,2011-10-01,2011-10-31,price
561,280,7974,1,2011-10-01,2011-10-31,price
562,281,2914,-1,2011-10-01,2011-10-31,price
563,281,4452,-1,2011-10-01,2011-10-31,price
564,282,6861,1,2011-11-01,2011-11-30,price
565,282,4452,1,2011-11-01,2011-11-30,price
566,283,6758,-1,2011-11-01,2011-11-30,price
567,283,6954,-1,2011-11-01,2011-11-30,price
568,284,6758,1,2011-12-01,2011-12-31,price
569,284,4502,1,2011-12-01,2011-12-31,price
570,285,4503,-1,2011-12-01,2011-12-31,price
571,285,8031,-1,2011-12-01,2011-12-31,price
572,286,6981,1,2012-01-01,2012-01-31,price
573,286,6752,1,2012-01-01,2012-01-31,price
574,287,4503,-1,2012-01-01,2012-01-31,price
575,287,4502,-1,2012-01-01,2012-01-31,price
576,288,6752,1,2012-02-01,2012-02-29,price
577,288,4452,1,2012-02-01,2012-02-29,price
578,289,8058,-1,2012-02-01,2012-02-29,price
579,289,7267,-1,2012-02-01,2012-02-29,price
580,290,9022,1,2012-03-01,2012-03-31,price
581,290,4452,1,2012-03-01,2012-03-31,price
582,291,6752,-1,2012-03-01,2012-03-31,price
583,291,6758,-1,2012-03-01,2012-03-31,price
584,292,6758,1,2012-04-01,2012-04-30,price
585,292,8058,1,2012-04-01,2012-04-30,price
586,293,4063,-1,2012-04-01,2012-04-30,price
587,293,6501,-1,2012-04-01,2012-04-30,price
588,294,6758,1,2012-05-01,2012-05-31,price
589,294,6752,1,2012-05-01,2012-05-31,price
590,295,6861,-1,2012-05-01,2012-05-31,price
591,295,4452,-1,2012-05-01,2012-05-31,price
592,296,6758,1,2012-06-01,2012-06-30,price
593,296,6752,1,2012-06-01,2012-06-30,price
594,297,6954,-1,2012-06-01,2012-06-30,price
595,297,2914,-1,2012-06-01,2012-06-30,price
596,298,6954,1,2012-07-01,2012-07-31,price
597,298,9022,1,2012-07-01,2012-07-31,price
598,299,8802,-1,2012-07-01,2012-07-31,price
599,299,6752,-1,2012-07-01,2012-07-31,price
600,300,7751,1,2012-08-01,2012-08-31,price
601,300,6752,1,2012-08-01,2012-08-31,price
602,301,2914,-1,2012-08-01,2012-08-31,price
603,301,4503,-1,2012-08-01,2012-08-31,price
604,302,6752,1,2012-09-01,2012-09-30,price
605,302,6758,1,2012-09-01,2012-09-30,price
606,303,6954,-1,2012-09-01,2012-09-30,price
607,303,4452,-1,2012-09-01,2012-09-30,price
608,304,7751,1,2012-10-01,2012-10-31,price
609,304,6752,1,2012-10-01,2012-10-31,price
610,305,8802,-1,2012-10-01,2012-10-31,price
611,305,7974,-1,2012-10-01,2012-10-31,price
612,306,6981,1,2012-11-01,2012-11-30,price
613,306,2914,1,2012-11-01,2012-11-30,price
614,307,9020,-1,2012-11-01,2012-11-30,price
615,307,8802,-1,2012-11-01,2012-11-30,price
616,308,6758,1,2012-12-01,2012-12-31,price
617,308,9022,1,2012-12-01,2012-12-31,price
618,309,7267,-1,2012-12-01,2012-12-31,price
619,309,7203,-1,2012-12-01,2012-12-31,price
620,310,7974,1,2013-01-01,2013-01-31,price
621,310,4503,1,2013-01-01,2013-01-31,price
622,311,8802,-1,2013-01-01,2013-01-31,price
623,311,6752,-1,2013-01-01,2013-01-31,price
624,312,6954,1,2013-02-01,2013-02-28,price
625,312,7974,1,2013-02-01,2013-02-28,price
626,313,4502,-1,2013-02-01,2013-02-28,price
627,313,6758,-1,2013-02-01,2013-02-28,price
628,314,6501,1,2013-03-01,2013-03-31,price
629,314,8058,1,2013-03-01,2013-03-31,price
630,315,6752,-1,2013-03-01,2013-03-31,price
631,315,4452,-1,2013-03-01,2013-03-31,price
632,316,8058,1,2013-04-01,2013-04-30,price
633,316,8031,1,2013-04-01,2013-04-30,price
634,317,6981,-1,2013-04-01,2013-04-30,price
635,317,6758,-1,2013-04-01,2013-04-30,price
636,318,6954,1,2013-05-01,2013-05-31,price
637,318,8058,1,2013-05-01,2013-05-31,price
638,319,2914,-1,2013-05-01,2013-05-31,price
639,319,8802,-1,2013-05-01,2013-05-31,price
640,320,8802,1,2013-06-01,2013-06-30,price
641,320,4502,1,2013-06-01,2013-06-30,price
642,321,6501,-1,2013-06-01,2013-06-30,price
643,321,6758,-1,2013-06-01,2013-06-30,price
644,322,6501,1,2013-07-01,2013-07-31,price
645,322,7751,1,2013-07-01,2013-07-31,price
646,323,9022,-1,2013-07-01,2013-07-31,price
647,323,7974,-1,2013-07-01,2013-07-31,price
648,324,6981,1,2013-08-01,2013-08-31,price
649,324,4452,1,2013-08-01,2013-08-31,price
650,325,7974,-1,2013-08-01,2013-08-31,price
651,325,6752,-1,2013-08-01,2013-08-31,price
652,326,7974,1,2013-09-01,2013-09-30,price
653,326,4452,1,2013-09-01,2013-09-30,price
654,327,8058,-1,2013-09-01,2013-09-30,price
655,327,8031,-1,2013-09-01,2013-09-30,price
656,328,7974,1,2013-10-01,2013-10-31,price
657,328,4503,1,2013-10-01,2013-10-31,price
658,329,8802,-1,2013-10-01,2013-10-31,price
659,329,6861,-1,2013-10-01,2013-10-31,price
660,330,6758,1,2013-11-01,2013-11-30,price
661,330,4063,1,2013-11-01,2013-11-30,price
662,331,4503,-1,2013-11-01,2013-11-30,price
663,331,6861,-1,2013-11-01,2013-11-30,price
664,332,2914,1,2013-12-01,2013-12-31,price
665,332,9022,1,2013-12-01,2013-12-31,price
666,333,6981,-1,2013-12-01,2013-12-31,price
667,333,7974,-1,2013-12-01,2013-12-31,price
668,334,4502,1,2014-01-01,2014-01-31,price
669,334,6758,1,2014-01-01,2014-01-31,price
670,335,8802,-1,2014-01-01,2014-01-31,price
671,335,6954,-1,2014-01-01,2014-01-31,price
672,336,8802,1,2014-02-01,2014-02-28,price
673,336,7974,1,2014-02-01,2014-02-28,price
674,337,4503,-1,2014-02-01,2014-02-28,price
675,337,6981,-1,2014-02-01,2014-02-28,price
676,338,7267,1,2014-03-01,2014-03-31,price
677,338,8802,1,2014-03-01,2014-03-31,price
678,339,6758,-1,2014-03-01,2014-03-31,price
679,339,8031,-1,2014-03-01,2014-03-31,price
680,340,6752,1,2014-04-01,2014-04-30,price
681,340,4503,1,2014-04-01,2014-04-30,price
682,341,4452,-1,2014-04-01,2014-04-30,price
683,341,6758,-1,2014-04-01,2014-04-30,price
684,342,6981,1,2014-05-01,2014-05-31,price
685,342,7974,1,2014-05-01,2014-05-31,price
686,343,9022,-1,2014-05-01,2014-05-31,price
687,343,4452,-1,2014-05-01,2014-05-31,price
688,344,6758,1,2014-06-01,2014-06-30,price
689,344,6501,1,2014-06-01,2014-06-30,price
690,345,7974,-1,2014-06-01,2014-06-30,price
691,345,4503,-1,2014-06-01,2014-06-30,price
692,346,7267,1,2014-07-01,2014-07-31,price
693,346,4452,1,2014-07-01,2014-07-31,price
694,347,6861,-1,2014-07-01,2014-07-31,price
695,347,6752,-1,2014-07-01,2014-07-31,price
696,348,7974,1,2014-08-01,2014-08-31,price
697,348,2914,1,2014-08-01,2014-08-31,price
698,349,4452,-1,2014-08-01,2014-08-31,price
699,349,6501,-1,2014-08-01,2014-08-31,price
700,350,8802,1,2014-09-01,2014-09-30,price
701,350,6954,1,2014-09-01,2014-09-30,price
702,351,4503,-1,2014-09-01,2014-09-30,price
703,351,6758,-1,2014-09-01,2014-09-30,price
704,352,4452,1,2014-10-01,2014-10-31,price
705,352,6758,1,2014-10-01,2014-10-31,price
706,353,6954,-1,2014-10-01,2014-10-31,price
707,353,6981,-1,2014-10-01,2014-10-31,price
708,354,7267,1,2014-11-01,2014-11-30,price
709,354,7751,1,2014-11-01,2014-11-30,price
710,355,6861,-1,2014-11-01,2014-11-30,price
711,355,8802,-1,2014-11-01,2014-11-30,price
712,356,8802,1,2014-12-01,2014-12-31,price
713,356,8031,1,2014-12-01,2014-12-31,price
714,357,6752,-1,2014-12-01,2014-12-31,price
715,357,6758,-1,2014-12-01,2014-12-31,price
716,358,2914,1,2015-01-01,2015-01-31,price
717,358,7974,1,2015-01-01,2015-01-31,price
718,359,9022,-1,2015-01-01,2015-01-31,price
719,359,4452,-1,2015-01-01,2015-01-31,price
720,360,7974,1,2015-02-01,2015-02-28,price
721,360,8031,1,2015-02-01,2015-02-28,price
722,361,6758,-1,2015-02-01,2015-02-28,price
723,361,4502,-1,2015-02-01,2015-02-28,price
724,362,6501,1,2015-03-01,2015-03-31,price
725,362,4452,1,2015-03-01,2015-03-31,price
726,363,8802,-1,2015-03-01,2015-03-31,price
727,363,6758,-1,2015-03-01,2015-03-31,price
728,364,6758,1,2015-04-01,2015-04-30,price
729,364,4063,1,2015-04-01,2015-04-30,price
730,365,6954,-1,2015-04-01,2015-04-30,price
731,365,7974,-1,2015-04-01,2015-04-30,price
732,366,4063,1,2015-05-01,2015-05-31,price
733,366,4503,1,2015-05-01,2015-05-31,price
734,367,6758,-1,2015-05-01,2015-05-31,price
735,367,7974,-1,2015-05-01,2015-05-31,price
736,368,4503,1,2015-06-01,2015-06-30,price
737,368,4502,1,2015-06-01,2015-06-30,price
738,369,6752,-1,2015-06-01,2015-06-30,price
739,369,6981,-1,2015-06-01,2015-06-30,price
740,370,6758,1,2015-07-01,2015-07-31,price
741,370,6954,1,2015-07-01,2015-07-31,price
742,371,9022,-1,2015-07-01,2015-07-31,price
743,371,6981,-1,2015-07-01,2015-07-31,price
744,372,6954,1,2015-08-01,2015-08-31,price
745,372,6981,1,2015-08-01,2015-08-31,price
746,373,9020,-1,2015-08-01,2015-08-31,price
747,373,2914,-1,2015-08-01,2015-08-31,price
748,374,8058,1,2015-09-01,2015-09-30,price
749,374,6501,1,2015-09-01,2015-09-30,price
750,375,8031,-1,2015-09-01,2015-09-30,price
751,375,7974,-1,2015-09-01,2015-09-30,price
752,376,7974,1,2015-10-01,2015-10-31,price
753,376,8031,1,2015-10-01,2015-10-31,price
754,377,4452,-1,2015-10-01,2015-10-31,price
755,377,9022,-1,2015-10-01,2015-10-31,price
756,378,7974,1,2015-11-01,2015-11-30,price
757,378,8802,1,2015-11-01,2015-11-30,price
758,379,6758,-1,2015-11-01,2015-11-30,price
759,379,2914,-1,2015-11-01,2015-11-30,price
760,380,6758,1,2015-12-01,2015-12-31,price
761,380,8058,1,2015-12-01,2015-12-31,price
762,381,6861,-1,2015-12-01,2015-12-31,price
763,381,6981,-1,2015-12-01,2015-12-31,price
764,382,7974,1,2016-01-01,2016-01-31,price
765,382,6981,1,2016-01-01,2016-01-31,price
766,383,7751,-1,2016-01-01,2016-01-31,price
767,383,2914,-1,2016-01-01,2016-01-31,price
768,384,6954,1,2016-02-01,2016-02-29,price
769,384,6981,1,2016-02-01,2016-02-29,price
770,385,9022,-1,2016-02-01,2016-02-29,price
771,385,2914,-1,2016-02-01,2016-02-29,price
772,386,6501,1,2016-03-01,2016-03-31,price
773,386,7203,1,2016-03-01,2016-03-31,price
774,387,6861,-1,2016-03-01,2016-03-31,price
775,387,6954,-1,2016-03-01,2016-03-31,price
776,388,4503,1,2016-04-01,2016-04-30,price
777,388,9020,1,2016-04-01,2016-04-30,price
778,389,6501,-1,2016-04-01,2016-04-30,price
779,389,6758,-1,2016-04-01,2016-04-30,price
780,390,7751,1,2016-05-01,2016-05-31,price
781,390,2914,1,2016-05-01,2016-05-31,price
782,391,6861,-1,2016-05-01,2016-05-31,price
783,391,6981,-1,2016-05-01,2016-05-31,price
784,392,6981,1,2016-06-01,2016-06-30,price
785,392,4502,1,2016-06-01,2016-06-30,price
786,393,7974,-1,2016-06-01,2016-06-30,price
787,393,6758,-1,2016-06-01,2016-06-30,price
788,394,6501,1,2016-07-01,2016-07-31,price
789,394,7267,1,2016-07-01,2016-07-31,price
790,395,4452,-1,2016-07-01,2016-07-31,price
791,395,4503,-1,2016-07-01,2016-07-31,price
792,396,4452,1,2016-08-01,2016-08-31,price
793,396,2914,1,2016-08-01,2016-08-31,price
794,397,4063,-1,2016-08-01,2016-08-31,price
795,397,7974,-1,2016-08-01,2016-08-31,price
796,398,4503,1,2016-09-01,2016-09-30,price
797,398,9022,1,2016-09-01,2016-09-30,price
798,399,8031,-1,2016-09-01,2016-09-30,price
799,399,8058,-1,2016-09-01,2016-09-30,price
800,400,7267,1,2016-10-01,2016-10-31,price
801,400,6981,1,2016-10-01,2016-10-31,price
802,401,8058,-1,2016-10-01,2016-10-31,price
803,401,7974,-1,2016-10-01,2016-10-31,price
804,402,4452,1,2016-11-01,2016-11-30,price
805,402,7974,1,2016-11-01,2016-11-30,price
806,403,6954,-1,2016-11-01,2016-11-30,price
807,403,6501,-1,2016-11-01,2016-11-30,price
808,404,2914,1,2016-12-01,2016-12-31,price
809,404,6758,1,2016-12-01,2016-12-31,price
810,405,6981,-1,2016-12-01,2016-12-31,price
811,405,6752,-1,2016-12-01,2016-12-31,price
812,406,7974,1,2017-01-01,2017-01-31,price
813,406,8058,1,2017-01-01,2017-01-31,price
814,407,4063,-1,2017-01-01,2017-01-31,price
815,407,4452,-1,2017-01-01,2017-01-31,price
816,408,8802,1,2017-02-01,2017-02-28,price
817,408,4503,1,2017-02-01,2017-02-28,price
818,409,6861,-1,2017-02-01,2017-02-28,price
819,409,6954,-1,2017-02-01,2017-02-28,price
820,410,6501,1,2017-03-01,2017-03-31,price
821,410,7203,1,2017-03-01,2017-03-31,price
822,411,4502,-1,2017-03-01,2017-03-31,price
823,411,6981,-1,2017-03-01,2017-03-31,price
824,412,8802,1,2017-04-01,2017-04-30,price
825,412,8031,1,2017-04-01,2017-04-30,price
826,413,6758,-1,2017-04-01,2017-04-30,price
827,413,7974,-1,2017-04-01,2017-04-30,price
828,414,6981,1,2017-05-01,2017-05-31,price
829,414,7267,1,2017-05-01,2017-05-31,price
830,415,7751,-1,2017-05-01,2017-05-31,price
831,415,7974,-1,2017-05-01,2017-05-31,price
832,416,8058,1,2017-06-01,2017-06-30,price
833,416,8031,1,2017-06-01,2017-06-30,price
834,417,4452,-1,2017-06-01,2017-06-30,price
835,417,7974,-1,2017-06-01,2017-06-30,price
836,418,2914,1,2017-07-01,2017-07-31,price
837,418,4452,1,2017-07-01,2017-07-31,price
838,419,6981,-1,2017-07-01,2017-07-31,price
839,419,7974,-1,2017-07-01,2017-07-31,price
840,420,8802,1,2017-08-01,2017-08-31,price
841,420,9020,1,2017-08-01,2017-08-31,price
842,421,6758,-1,2017-08-01,2017-08-31,price
843,421,6501,-1,2017-08-01,2017-08-31,price
844,422,8802,1,2017-09-01,2017-09-30,price
845,422,6954,1,2017-09-01,2017-09-30,price
846,423,8058,-1,2017-09-01,2017-09-30,price
847,423,6861,-1,2017-09-01,2017-09-30,price
848,424,6758,1,2017-10-01,2017-10-31,price
849,424,4452,1,2017-10-01,2017-10-31,price
850,425,6752,-1,2017-10-01,2017-10-31,price
851,425,7974,-1,2017-10-01,2017-10-31,price
852,426,8058,1,2017-11-01,2017-11-30,price
853,426,8031,1,2017-11-01,2017-11-30,price
854,427,6954,-1,2017-11-01,2017-11-30,price
855,427,4063,-1,2017-11-01,2017-11-30,price
856,428,6501,1,2017-12-01,2017-12-31,price
857,428,6981,1,2017-12-01,2017-12-31,price
858,429,6758,-1,2017-12-01,2017-12-31,price
859,429,4452,-1,2017-12-01,2017-12-31,price
860,430,7974,1,2018-01-01,2018-01-31,price
861,430,4063,1,2018-01-01,2018-01-31,price
862,431,8031,-1,2018-01-01,2018-01-31,price
863,431,8058,-1,2018-01-01,2018-01-31,price
864,432,8058,1,2018-02-01,2018-02-28,price
865,432,6752,1,2018-02-01,2018-02-28,price
866,433,6954,-1,2018-02-01,2018-02-28,price
867,433,7974,-1,2018-02-01,2018-02-28,price
868,434,2914,1,2018-03-01,2018-03-31,price
869,434,8802,1,2018-03-01,2018-03-31,price
870,435,6752,-1,2018-03-01,2018-03-31,price
871,435,4503,-1,2018-03-01,2018-03-31,price
872,436,4502,1,2018-04-01,2018-04-30,price
873,436,6752,1,2018-04-01,2018-04-30,price
874,437,6861,-1,2018-04-01,2018-04-30,price
875,437,4503,-1,2018-04-01,2018-04-30,price
876,438,6954,1,2018-05-01,2018-05-31,price
877,438,4502,1,2018-05-01,2018-05-31,price
878,439,9022,-1,2018-05-01,2018-05-31,price
879,439,8802,-1,2018-05-01,2018-05-31,price
880,440,6752,1,2018-06-01,2018-06-30,price
881,440,7267,1,2018-06-01,2018-06-30,price
882,441,4452,-1,2018-06-01,2018-06-30,price
883,441,6981,-1,2018-06-01,2018-06-30,price
884,442,7974,1,2018-07-01,2018-07-31,price
885,442,4063,1,2018-07-01,2018-07-31,price
886,443,6758,-1,2018-07-01,2018-07-31,price
887,443,6981,-1,2018-07-01,2018-07-31,price
888,444,6861,1,2018-08-01,2018-08-31,price
889,444,6752,1,2018-08-01,2018-08-31,price
890,445,4503,-1,2018-08-01,2018-08-31,price
891,445,4063,-1,2018-08-01,2018-08-31,price
892,446,4063,1,2018-09-01,2018-09-30,price
893,446,6501,1,2018-09-01,2018-09-30,price
894,447,4452,-1,2018-09-01,2018-09-30,price
895,447,6861,-1,2018-09-01,2018-09-30,price
896,448,6981,1,2018-10-01,2018-10-31,price
897,448,4063,1,2018-10-01,2018-10-31,price
898,449,8031,-1,2018-10-01,2018-10-31,price
899,449,8058,-1,2018-10-01,2018-10-31,price
900,450,4452,1,2018-11-01,2018-11-30,price
901,450,6861,1,2018-11-01,2018-11-30,price
902,451,6981,-1,2018-11-01,2018-11-30,price
903,451,2914,-1,2018-11-01,2018-11-30,price
